# g4beamline profile
#Z N meanX sigmaX meanY sigmaY emitX emitY emitTrans betaX betaY betaTrans alphaX alphaY alphaTrans meanP
#mm - mm mm mm mm mm-rad mm-rad mm-rad mm mm mm - - - MeV/c
11783.0 1274 -0.349 50.938 -3.680 64.738 0.8455 0.2238 0.4345 2790 4506 3648 0.01756 -6.742 -3.362 65.54
11793.0 1274 -0.279 50.940 -3.734 65.703 0.8455 0.2235 0.4342 2791 4644 3718 0.02536 -6.879 -3.427 65.54
11803.0 1274 -0.207 50.940 -3.788 66.673 0.8456 0.2234 0.4342 2792 4782 3787 0.0272 -7.004 -3.488 65.54
11813.0 1274 -0.134 50.941 -3.842 67.645 0.8457 0.2236 0.4344 2790 4920 3855 0.0234 -7.116 -3.546 65.54
11823.0 1274 -0.060 50.943 -3.896 68.619 0.8457 0.2241 0.4349 2787 5057 3922 0.01417 -7.215 -3.6 65.54
11833.0 1274 0.016 50.948 -3.951 69.592 0.8457 0.225 0.4357 2782 5191 3987 -0.0003082 -7.299 -3.65 65.54
11843.0 1274 0.092 50.955 -4.005 70.564 0.8457 0.2263 0.437 2775 5323 4049 -0.01996 -7.367 -3.693 65.54
11853.0 1274 0.169 50.967 -4.059 71.534 0.8457 0.2281 0.4387 2766 5448 4107 -0.0448 -7.415 -3.73 65.54
11863.0 1274 0.248 50.984 -4.113 72.500 0.8456 0.2306 0.4411 2753 5566 4159 -0.07484 -7.44 -3.757 65.54
11873.0 1274 0.327 51.007 -4.166 73.461 0.8455 0.234 0.4443 2735 5673 4204 -0.1101 -7.439 -3.774 65.54
11883.0 1274 0.408 51.037 -4.219 74.415 0.8454 0.2386 0.4486 2712 5766 4239 -0.1507 -7.406 -3.778 65.54
11893.0 1274 0.490 51.076 -4.272 75.361 0.8453 0.2447 0.4543 2683 5840 4261 -0.1965 -7.335 -3.766 65.54
11903.0 1274 0.574 51.125 -4.323 76.297 0.8452 0.253 0.462 2644 5887 4265 -0.2475 -7.218 -3.733 65.54
11913.0 1274 0.658 51.185 -4.374 77.220 0.8452 0.2642 0.4721 2593 5903 4248 -0.3032 -7.049 -3.676 65.54
11923.0 1274 0.744 51.258 -4.424 78.129 0.8452 0.2788 0.485 2532 5882 4207 -0.3632 -6.824 -3.594 65.54
11933.0 1274 0.832 51.346 -4.472 79.021 0.8453 0.2981 0.5016 2457 5819 4138 -0.4266 -6.542 -3.484 65.54
11943.0 1274 0.921 51.450 -4.520 79.893 0.8457 0.3227 0.522 2371 5716 4043 -0.4927 -6.206 -3.349 65.54
11953.0 1190 1.289 49.625 -4.335 69.928 0.7998 0.219 0.4182 2753 5467 4110 -0.6206 -5.464 -3.042 65.46
11963.0 1190 1.387 49.755 -4.376 70.604 0.8011 0.2231 0.4223 2741 5519 4130 -0.7428 -5.228 -2.985 65.46
11973.0 1185 1.315 49.749 -4.317 70.824 0.7981 0.2233 0.4218 2745 5563 4154 -0.8704 -4.946 -2.908 65.47
11983.0 1182 1.369 49.838 -4.093 71.074 0.7984 0.2212 0.4199 2767 5627 4197 -1.04 -4.651 -2.845 65.46
11993.0 1178 1.231 49.682 -4.054 71.548 0.7941 0.2221 0.4196 2753 5709 4231 -1.191 -4.344 -2.768 65.47
12003.0 1175 1.355 49.976 -4.579 71.478 0.7964 0.2147 0.4132 2829 5787 4308 -1.414 -3.984 -2.699 65.46
12013.0 1175 1.461 50.251 -4.607 71.939 0.797 0.2106 0.4093 2888 5918 4403 -1.65 -3.632 -2.641 65.46
12023.0 1174 1.733 50.276 -4.629 72.378 0.7929 0.2064 0.4041 2928 6068 4498 -1.897 -3.246 -2.572 65.46
12033.0 1170 1.837 50.427 -4.946 72.483 0.7897 0.2019 0.3987 2986 6169 4577 -2.165 -2.795 -2.48 65.46
12043.0 1165 2.056 50.089 -4.977 72.760 0.7792 0.1975 0.3915 3000 6330 4665 -2.411 -2.329 -2.37 65.45
12053.0 1160 1.985 49.928 -4.831 72.936 0.7706 0.1962 0.388 3008 6419 4714 -2.651 -1.797 -2.224 65.46
12063.0 1158 2.118 50.373 -4.628 72.985 0.7712 0.201 0.3927 3025 6350 4687 -2.913 -1.211 -2.062 65.46
12073.0 1157 2.187 50.881 -4.746 73.019 0.772 0.2107 0.4022 3013 6205 4609 -3.147 -0.622 -1.885 65.46
12083.0 1151 1.830 51.116 -4.536 72.940 0.7672 0.2249 0.4142 2952 6012 4482 -3.303 -0.05424 -1.679 65.47
12093.0 1148 2.134 51.372 -4.676 72.856 0.7613 0.2396 0.4259 2899 5831 4365 -3.458 0.4812 -1.488 65.47
12103.0 1146 2.163 51.714 -4.797 72.748 0.7583 0.2589 0.4419 2831 5602 4217 -3.583 0.971 -1.306 65.47
12113.0 1144 2.557 52.033 -4.837 72.618 0.7556 0.2804 0.459 2757 5370 4064 -3.692 1.409 -1.141 65.46
12123.0 1143 2.760 52.740 -4.734 72.372 0.7582 0.3013 0.4768 2726 5133 3930 -3.838 1.794 -1.022 65.46
12133.0 1142 2.850 53.522 -4.840 71.999 0.7615 0.3203 0.4927 2715 4914 3815 -3.997 2.131 -0.9334 65.46
12143.0 1140 2.659 53.813 -4.832 71.700 0.7522 0.3351 0.5008 2700 4793 3746 -4.107 2.468 -0.8191 65.47
12153.0 1137 2.453 54.288 -4.906 71.306 0.7471 0.3476 0.5083 2706 4669 3687 -4.242 2.768 -0.7371 65.48
12163.0 1134 2.377 55.078 -4.705 70.718 0.7475 0.357 0.5152 2747 4528 3637 -4.427 3.016 -0.7055 65.48
12173.0 1132 2.544 55.964 -4.889 70.086 0.7489 0.3599 0.5176 2821 4425 3623 -4.656 3.25 -0.7032 65.48
12183.0 1128 2.594 56.101 -4.745 69.600 0.7367 0.3625 0.5151 2848 4384 3616 -4.766 3.505 -0.6304 65.49
12193.0 1127 2.790 57.062 -4.600 68.975 0.7336 0.3628 0.5143 2950 4310 3630 -5.005 3.707 -0.6488 65.48
12203.0 1122 2.992 57.661 -4.282 68.209 0.7213 0.3565 0.5055 3064 4287 3675 -5.228 3.92 -0.6544 65.48
12213.0 1116 3.472 58.182 -4.323 67.463 0.7152 0.3532 0.5009 3146 4230 3688 -5.404 4.089 -0.6573 65.47
12223.0 1115 3.570 59.217 -4.165 66.727 0.715 0.3496 0.4981 3276 4159 3717 -5.649 4.219 -0.715 65.46
12233.0 1115 3.721 60.274 -4.120 66.047 0.7148 0.3462 0.4956 3410 4094 3752 -5.888 4.334 -0.7771 65.46
12243.0 1115 3.874 61.349 -4.074 65.346 0.7144 0.343 0.4931 3549 4027 3788 -6.122 4.427 -0.8473 65.46
12253.0 1115 4.028 62.442 -4.026 64.627 0.714 0.34 0.4907 3694 3957 3825 -6.348 4.499 -0.9245 65.46
12263.0 1115 4.184 63.550 -3.978 63.893 0.7135 0.3374 0.4886 3842 3883 3863 -6.567 4.552 -1.007 65.46
12273.0 1115 4.342 64.671 -3.928 63.147 0.713 0.3351 0.4867 3993 3807 3900 -6.778 4.588 -1.095 65.46
12283.0 1115 4.500 65.803 -3.878 62.389 0.7125 0.3333 0.4851 4147 3728 3937 -6.981 4.607 -1.187 65.46
12293.0 1115 4.660 66.946 -3.827 61.622 0.712 0.3317 0.4838 4303 3646 3975 -7.176 4.613 -1.281 65.46
12303.0 1115 4.820 68.096 -3.776 60.847 0.7115 0.3305 0.4827 4462 3563 4012 -7.363 4.606 -1.378 65.46
12313.0 1115 4.982 69.254 -3.724 60.066 0.711 0.3296 0.4818 4623 3478 4051 -7.542 4.588 -1.477 65.46
12323.0 1115 5.144 70.418 -3.672 59.280 0.7105 0.3289 0.4811 4787 3392 4089 -7.715 4.561 -1.577 65.46
12333.0 1115 5.306 71.587 -3.619 58.490 0.71 0.3284 0.4805 4952 3306 4129 -7.88 4.526 -1.677 65.46
12343.0 1115 5.469 72.760 -3.566 57.697 0.7095 0.3281 0.4801 5119 3219 4169 -8.039 4.483 -1.778 65.46
12353.0 1115 5.632 73.936 -3.514 56.901 0.709 0.328 0.4799 5289 3133 4211 -8.192 4.435 -1.879 65.46
12363.0 1115 5.796 75.115 -3.460 56.104 0.7085 0.3281 0.4797 5460 3046 4253 -8.338 4.38 -1.979 65.46
12373.0 1115 5.959 76.295 -3.407 55.306 0.7081 0.3283 0.4797 5634 2960 4297 -8.478 4.321 -2.078 65.46
12383.0 1115 6.123 77.476 -3.354 54.507 0.7076 0.3286 0.4798 5809 2875 4342 -8.61 4.258 -2.176 65.46
12393.0 1115 6.287 78.658 -3.301 53.709 0.7072 0.329 0.4799 5985 2791 4388 -8.736 4.19 -2.273 65.46
12403.0 1115 6.450 79.838 -3.248 52.913 0.7068 0.3295 0.4801 6164 2707 4435 -8.854 4.119 -2.367 65.46
12413.0 1115 6.614 81.017 -3.195 52.117 0.7064 0.3301 0.4805 6343 2625 4484 -8.964 4.045 -2.459 65.46
12423.0 1115 6.777 82.194 -3.142 51.325 0.7062 0.3308 0.4809 6523 2543 4533 -9.064 3.967 -2.549 65.46
12433.0 1115 6.940 83.368 -3.089 50.535 0.706 0.3316 0.4814 6704 2463 4584 -9.154 3.886 -2.634 65.46
12443.0 1115 7.102 84.537 -3.037 49.749 0.7059 0.3324 0.482 6885 2384 4635 -9.232 3.802 -2.715 65.46
12453.0 1115 7.263 85.700 -2.985 48.967 0.7061 0.3334 0.4828 7065 2307 4686 -9.297 3.714 -2.791 65.46
12463.0 1115 7.424 86.857 -2.933 48.191 0.7066 0.3344 0.4837 7244 2230 4737 -9.346 3.623 -2.862 65.46
12473.0 1115 7.584 88.007 -2.882 47.420 0.7075 0.3355 0.4849 7420 2154 4787 -9.378 3.528 -2.925 65.46
12483.0 1040 5.042 70.312 -3.233 47.639 0.5419 0.3385 0.4256 5413 2485 3949 -6.565 4.06 -1.252 65.49
12493.0 1038 4.802 70.768 -3.150 46.914 0.5391 0.3394 0.4251 5492 2414 3953 -6.485 3.964 -1.26 65.5
12503.0 1035 5.115 70.955 -3.062 46.199 0.5347 0.3401 0.4237 5540 2349 3944 -6.357 3.872 -1.243 65.5
12513.0 1035 5.228 71.771 -3.006 45.451 0.5347 0.3403 0.4239 5667 2273 3970 -6.309 3.757 -1.276 65.5
12523.0 1034 5.160 72.374 -2.973 44.729 0.5333 0.3408 0.4236 5767 2203 3985 -6.217 3.647 -1.285 65.5
12533.0 1032 4.908 72.764 -2.931 44.043 0.5307 0.3417 0.4231 5840 2140 3990 -6.071 3.542 -1.265 65.51
12543.0 1027 4.477 72.522 -2.916 43.429 0.5241 0.3434 0.4215 5826 2089 3958 -5.818 3.453 -1.183 65.53
12553.0 1027 4.571 73.240 -2.861 42.725 0.5241 0.3436 0.4216 5943 2022 3983 -5.697 3.334 -1.181 65.53
12563.0 1027 4.663 73.936 -2.807 42.035 0.524 0.3437 0.4216 6057 1958 4008 -5.559 3.216 -1.171 65.53
12573.0 1026 4.572 74.415 -2.756 41.379 0.5227 0.3441 0.4213 6143 1899 4021 -5.377 3.105 -1.136 65.53
12583.0 1024 5.039 74.634 -2.669 40.749 0.5201 0.3445 0.4204 6193 1846 4020 -5.162 3.001 -1.08 65.52
12593.0 1023 5.317 75.033 -2.611 40.120 0.5191 0.345 0.4202 6264 1791 4027 -4.954 2.892 -1.031 65.52
12603.0 1021 5.787 75.190 -2.525 39.514 0.5163 0.3457 0.4195 6302 1741 4021 -4.708 2.791 -0.9586 65.52
12613.0 1016 5.339 74.783 -2.486 38.977 0.5108 0.3467 0.4178 6261 1701 3981 -4.396 2.704 -0.8459 65.52
12623.0 1014 5.429 74.893 -2.446 38.397 0.5096 0.347 0.4176 6284 1652 3968 -4.154 2.603 -0.7755 65.52
12633.0 1014 5.506 75.377 -2.399 37.806 0.5112 0.3471 0.4183 6356 1599 3977 -3.941 2.497 -0.7217 65.52
12643.0 1012 5.590 75.432 -2.384 37.255 0.5107 0.3478 0.4185 6364 1552 3958 -3.69 2.403 -0.6437 65.51
12653.0 1011 5.478 75.672 -2.342 36.710 0.5113 0.3483 0.419 6397 1505 3951 -3.466 2.309 -0.5783 65.51
12663.0 1009 5.179 75.699 -2.339 36.178 0.5078 0.3486 0.4175 6426 1468 3947 -3.255 2.23 -0.5126 65.52
12673.0 1009 5.243 76.073 -2.295 35.641 0.5088 0.3488 0.418 6483 1423 3953 -3.058 2.143 -0.4576 65.52
12683.0 1009 5.305 76.423 -2.251 35.117 0.5095 0.3489 0.4184 6538 1380 3959 -2.87 2.062 -0.4042 65.52
12693.0 1008 5.182 76.567 -2.192 34.618 0.5082 0.3494 0.4181 6567 1342 3955 -2.687 1.99 -0.3485 65.51
12703.0 1008 5.240 76.872 -2.150 34.116 0.5081 0.3496 0.4182 6620 1304 3962 -2.522 1.92 -0.301 65.51
12713.0 1008 5.296 77.158 -2.109 33.625 0.5077 0.3498 0.4181 6671 1267 3969 -2.369 1.854 -0.2574 65.51
12723.0 1006 5.361 77.037 -2.039 33.168 0.5049 0.3502 0.4172 6664 1235 3950 -2.214 1.799 -0.2074 65.51
12733.0 1006 5.414 77.287 -1.999 32.695 0.5042 0.3503 0.417 6712 1201 3956 -2.088 1.743 -0.1727 65.51
12743.0 1004 5.478 77.134 -1.936 32.258 0.5014 0.3509 0.4162 6698 1172 3935 -1.957 1.695 -0.1309 65.51
12753.0 1004 5.529 77.354 -1.898 31.801 0.5006 0.351 0.4159 6741 1139 3940 -1.858 1.647 -0.1055 65.51
12763.0 1004 5.579 77.564 -1.860 31.350 0.4999 0.3511 0.4157 6782 1108 3945 -1.769 1.601 -0.08398 65.51
12773.0 1004 5.628 77.764 -1.822 30.905 0.4993 0.3512 0.4155 6821 1077 3949 -1.691 1.558 -0.06655 65.51
12783.0 1004 5.676 77.955 -1.784 30.467 0.4988 0.3513 0.4153 6858 1047 3953 -1.623 1.517 -0.05279 65.51
12793.0 1004 5.724 78.138 -1.747 30.034 0.4983 0.3513 0.4151 6893 1018 3955 -1.564 1.479 -0.0424 65.51
12803.0 1004 5.772 78.314 -1.710 29.605 0.4979 0.3514 0.415 6926 989.8 3958 -1.512 1.442 -0.03506 65.51
12813.0 1004 5.818 78.484 -1.673 29.182 0.4976 0.3515 0.4149 6958 961.9 3960 -1.468 1.407 -0.03047 65.51
12823.0 1004 5.865 78.649 -1.636 28.762 0.4973 0.3515 0.4149 6988 934.6 3961 -1.43 1.373 -0.02834 65.51
12833.0 1004 5.911 78.810 -1.599 28.347 0.4971 0.3516 0.4148 7018 907.9 3963 -1.397 1.34 -0.02839 65.51
12843.0 1004 5.956 78.967 -1.562 27.936 0.497 0.3517 0.4148 7046 881.8 3964 -1.369 1.309 -0.03037 65.51
12853.0 1004 6.002 79.121 -1.525 27.529 0.4968 0.3517 0.4148 7074 856.4 3965 -1.346 1.278 -0.03405 65.51
12863.0 1004 6.047 79.272 -1.489 27.125 0.4967 0.3518 0.4148 7101 831.5 3966 -1.326 1.247 -0.03921 65.51
12873.0 1004 6.092 79.421 -1.452 26.725 0.4966 0.3519 0.4148 7128 807.1 3967 -1.309 1.217 -0.04566 65.51
12883.0 1004 6.136 79.568 -1.416 26.330 0.4966 0.3519 0.4148 7154 783.4 3969 -1.295 1.188 -0.05325 65.51
12893.0 1004 6.181 79.713 -1.379 25.937 0.4965 0.352 0.4148 7180 760.2 3970 -1.283 1.159 -0.06183 65.51
12903.0 1004 6.225 79.856 -1.343 25.549 0.4965 0.3521 0.4148 7205 737.5 3971 -1.273 1.131 -0.07125 65.51
12913.0 1004 6.270 79.999 -1.306 25.165 0.4965 0.3521 0.4148 7231 715.5 3973 -1.265 1.103 -0.08142 65.51
12923.0 1004 6.314 80.140 -1.270 24.784 0.4964 0.3522 0.4149 7256 694 3975 -1.259 1.075 -0.09224 65.51
12933.0 1004 6.358 80.281 -1.233 24.408 0.4964 0.3523 0.4149 7281 673 3977 -1.254 1.047 -0.1036 65.51
12943.0 1004 6.402 80.421 -1.197 24.035 0.4964 0.3523 0.4149 7306 652.6 3979 -1.25 1.019 -0.1155 65.51
12953.0 1004 6.446 80.560 -1.161 23.667 0.4964 0.3524 0.415 7330 632.7 3982 -1.247 0.9919 -0.1277 65.51
12963.0 1004 6.490 80.699 -1.124 23.304 0.4964 0.3524 0.415 7355 613.4 3984 -1.245 0.9646 -0.1404 65.51
12973.0 1004 6.534 80.837 -1.088 22.945 0.4964 0.3525 0.415 7380 594.6 3987 -1.244 0.9373 -0.1533 65.51
12983.0 1004 6.578 80.975 -1.051 22.591 0.4964 0.3526 0.4151 7404 576.3 3990 -1.243 0.9102 -0.1665 65.51
12993.0 1004 6.621 81.113 -1.015 22.242 0.4964 0.3526 0.4151 7429 558.6 3994 -1.243 0.8832 -0.18 65.51
13003.0 1004 6.665 81.250 -0.979 21.899 0.4964 0.3527 0.4152 7453 541.4 3997 -1.243 0.8562 -0.1936 65.51
13013.0 1004 6.709 81.388 -0.942 21.561 0.4964 0.3528 0.4152 7478 524.8 4001 -1.244 0.8293 -0.2075 65.51
13023.0 1004 6.752 81.525 -0.906 21.228 0.4964 0.3528 0.4152 7502 508.7 4006 -1.245 0.8024 -0.2215 65.51
13033.0 1004 6.796 81.662 -0.870 20.902 0.4964 0.3529 0.4153 7527 493.1 4010 -1.247 0.7755 -0.2356 65.51
13043.0 1004 6.840 81.799 -0.833 20.581 0.4964 0.353 0.4153 7552 478.1 4015 -1.248 0.7487 -0.2498 65.51
13053.0 1004 6.883 81.936 -0.797 20.268 0.4964 0.353 0.4154 7576 463.6 4020 -1.25 0.7219 -0.2642 65.51
13063.0 1004 6.927 82.073 -0.761 19.961 0.4964 0.3531 0.4154 7601 449.6 4025 -1.252 0.6952 -0.2786 65.51
13073.0 1004 6.970 82.211 -0.724 19.661 0.4964 0.3532 0.4154 7625 436.1 4031 -1.255 0.6685 -0.2931 65.51
13083.0 1004 7.014 82.348 -0.688 19.369 0.4964 0.3532 0.4155 7650 423.2 4037 -1.257 0.6418 -0.3077 65.51
13093.0 1004 7.057 82.485 -0.652 19.084 0.4964 0.3533 0.4155 7675 410.8 4043 -1.26 0.6151 -0.3223 65.51
13103.0 1004 7.101 82.622 -0.615 18.808 0.4964 0.3534 0.4156 7700 399 4049 -1.262 0.5884 -0.337 65.51
13113.0 1004 7.144 82.760 -0.579 18.540 0.4964 0.3535 0.4156 7724 387.7 4056 -1.265 0.5617 -0.3517 65.51
13123.0 1004 7.188 82.897 -0.543 18.281 0.4964 0.3535 0.4157 7749 376.9 4063 -1.268 0.5351 -0.3664 65.51
13133.0 1004 7.231 83.035 -0.506 18.032 0.4964 0.3536 0.4157 7774 366.6 4070 -1.271 0.5085 -0.3812 65.51
13143.0 1004 7.275 83.173 -0.470 17.792 0.4964 0.3537 0.4157 7799 356.9 4078 -1.274 0.4818 -0.396 65.51
13153.0 1004 7.318 83.310 -0.434 17.562 0.4964 0.3537 0.4158 7824 347.7 4086 -1.277 0.4552 -0.4109 65.51
13163.0 1004 7.362 83.448 -0.397 17.342 0.4964 0.3538 0.4158 7849 339 4094 -1.28 0.4286 -0.4257 65.51
13173.0 1004 7.405 83.586 -0.361 17.134 0.4964 0.3539 0.4159 7874 330.9 4103 -1.283 0.402 -0.4406 65.51
13183.0 1004 7.449 83.725 -0.325 16.936 0.4964 0.354 0.4159 7900 323.2 4111 -1.286 0.3755 -0.4555 65.51
13193.0 1004 7.492 83.863 -0.288 16.750 0.4964 0.3541 0.416 7925 316.1 4120 -1.29 0.3489 -0.4704 65.51
13203.0 1004 7.536 84.001 -0.252 16.576 0.4964 0.3541 0.416 7950 309.6 4130 -1.293 0.3223 -0.4853 65.51
13213.0 1004 7.579 84.140 -0.216 16.415 0.4964 0.3542 0.4161 7975 303.6 4139 -1.296 0.2958 -0.5002 65.51
13223.0 1004 7.623 84.279 -0.179 16.266 0.4964 0.3543 0.4161 8001 298 4149 -1.3 0.2692 -0.5153 65.51
13233.0 1004 7.666 84.418 -0.143 16.131 0.4964 0.3544 0.4162 8026 293.1 4160 -1.304 0.2427 -0.5305 65.51
13243.0 1004 7.710 84.557 -0.107 16.009 0.4965 0.3545 0.4162 8052 288.6 4170 -1.307 0.2162 -0.5456 65.51
13253.0 1004 7.753 84.696 -0.070 15.900 0.4965 0.3545 0.4163 8077 284.7 4181 -1.311 0.1897 -0.5608 65.51
13263.0 1004 7.796 84.836 -0.034 15.806 0.4965 0.3546 0.4163 8103 281.3 4192 -1.315 0.1631 -0.5759 65.51
13273.0 1004 7.840 84.976 0.002 15.726 0.4965 0.3547 0.4164 8129 278.4 4204 -1.319 0.1366 -0.5911 65.51
13283.0 1004 7.883 85.116 0.039 15.661 0.4965 0.3548 0.4164 8155 276.1 4215 -1.323 0.1102 -0.6062 65.51
13293.0 1004 7.927 85.256 0.075 15.610 0.4965 0.3549 0.4165 8180 274.2 4227 -1.326 0.08366 -0.6213 65.51
13303.0 1004 7.970 85.396 0.111 15.574 0.4965 0.355 0.4165 8206 272.9 4240 -1.33 0.05718 -0.6364 65.51
13313.0 1004 8.014 85.536 0.148 15.553 0.4965 0.3551 0.4166 8232 272.2 4252 -1.334 0.03071 -0.6516 65.51
13323.0 1004 8.057 85.677 0.184 15.547 0.4965 0.3551 0.4166 8258 271.9 4265 -1.338 0.004238 -0.6667 65.51
13333.0 1004 8.100 85.818 0.220 15.556 0.4965 0.3552 0.4167 8284 272.2 4278 -1.341 -0.02222 -0.6818 65.51
13343.0 1004 8.144 85.959 0.257 15.580 0.4965 0.3553 0.4167 8311 273 4292 -1.345 -0.04868 -0.6969 65.51
13353.0 1004 8.187 86.100 0.293 15.619 0.4965 0.3554 0.4168 8337 274.3 4306 -1.349 -0.07513 -0.712 65.51
13363.0 1004 8.231 86.241 0.329 15.672 0.4965 0.3555 0.4168 8363 276.2 4320 -1.353 -0.1016 -0.7271 65.51
13373.0 1004 8.274 86.383 0.366 15.741 0.4965 0.3556 0.4169 8390 278.6 4334 -1.356 -0.128 -0.7422 65.51
13383.0 1004 8.318 86.525 0.402 15.823 0.4965 0.3557 0.417 8416 281.5 4349 -1.36 -0.1544 -0.7573 65.51
13393.0 1004 8.361 86.667 0.438 15.920 0.4965 0.3558 0.417 8443 284.9 4364 -1.364 -0.1809 -0.7724 65.51
13403.0 1004 8.405 86.809 0.475 16.031 0.4965 0.3559 0.4171 8469 288.8 4379 -1.368 -0.2073 -0.7875 65.51
13413.0 1004 8.448 86.951 0.511 16.156 0.4965 0.356 0.4171 8496 293.3 4395 -1.371 -0.2337 -0.8025 65.51
13423.0 1004 8.491 87.093 0.547 16.294 0.4965 0.3561 0.4172 8522 298.3 4410 -1.375 -0.2601 -0.8176 65.51
13433.0 1004 8.535 87.236 0.584 16.445 0.4965 0.3562 0.4172 8549 303.8 4426 -1.379 -0.2865 -0.8327 65.51
13443.0 1004 8.578 87.379 0.620 16.609 0.4965 0.3562 0.4173 8576 309.9 4443 -1.383 -0.3128 -0.8477 65.51
13453.0 1004 8.622 87.522 0.656 16.785 0.4965 0.3563 0.4174 8603 316.4 4460 -1.386 -0.3392 -0.8628 65.51
13463.0 1004 8.665 87.665 0.693 16.973 0.4965 0.3564 0.4174 8630 323.5 4477 -1.39 -0.3656 -0.8778 65.51
13473.0 1004 8.709 87.808 0.729 17.173 0.4965 0.3565 0.4175 8657 331.1 4494 -1.394 -0.3919 -0.8929 65.51
13483.0 1004 8.752 87.952 0.765 17.384 0.4965 0.3566 0.4175 8684 339.2 4512 -1.398 -0.4183 -0.9079 65.51
13493.0 1004 8.795 88.095 0.802 17.605 0.4965 0.3567 0.4176 8711 347.9 4529 -1.401 -0.4446 -0.9229 65.51
13503.0 1004 8.839 88.239 0.838 17.837 0.4965 0.3568 0.4177 8738 357.1 4548 -1.405 -0.471 -0.938 65.51
13513.0 1004 8.882 88.383 0.874 18.079 0.4965 0.3569 0.4177 8765 366.8 4566 -1.409 -0.4973 -0.953 65.51
13523.0 1004 8.926 88.527 0.910 18.330 0.4965 0.357 0.4178 8793 377 4585 -1.412 -0.5236 -0.968 65.51
13533.0 1004 8.969 88.672 0.947 18.591 0.4965 0.3572 0.4178 8820 387.7 4604 -1.416 -0.5499 -0.983 65.51
13543.0 980 7.409 85.158 0.399 15.325 0.4591 0.2931 0.3654 9304 301.3 4803 -1.451 -0.4273 -0.9391 65.51
13553.0 976 7.705 85.367 0.233 14.330 0.4543 0.2704 0.3476 9827 276.9 5052 -1.541 -0.3906 -0.9656 65.5
13563.0 976 7.745 85.503 0.257 14.544 0.4543 0.2706 0.3477 9855 285.1 5070 -1.544 -0.4177 -0.981 65.5
13573.0 976 7.785 85.638 0.282 14.768 0.4543 0.2707 0.3478 9883 293.9 5089 -1.548 -0.4447 -0.9964 65.5
13583.0 976 7.825 85.774 0.306 15.002 0.4543 0.2709 0.3479 9911 303.2 5107 -1.552 -0.4717 -1.012 65.5
13593.0 976 7.866 85.911 0.330 15.246 0.4543 0.2711 0.3481 9940 313 5126 -1.555 -0.4988 -1.027 65.5
13603.0 976 7.906 86.047 0.355 15.499 0.4543 0.2713 0.3482 9968 323.4 5146 -1.559 -0.5257 -1.042 65.5
13613.0 976 7.946 86.184 0.379 15.760 0.4543 0.2714 0.3483 9996 334.3 5165 -1.563 -0.5527 -1.058 65.5
13623.0 975 7.789 86.144 0.413 16.036 0.4536 0.2718 0.3483 9988 346.1 5167 -1.561 -0.5801 -1.07 65.5
13633.0 975 7.829 86.281 0.437 16.314 0.4536 0.272 0.3484 1.002e+04 358.1 5187 -1.564 -0.607 -1.086 65.5
13643.0 975 7.869 86.417 0.462 16.599 0.4536 0.2722 0.3485 1.005e+04 370.6 5208 -1.568 -0.634 -1.101 65.5
13653.0 974 7.711 86.379 0.499 16.896 0.4529 0.2725 0.3484 1.004e+04 384 5211 -1.565 -0.6612 -1.113 65.51
13663.0 971 7.397 86.197 0.587 16.913 0.4501 0.2686 0.3452 1.009e+04 388.5 5240 -1.571 -0.6731 -1.122 65.51
13673.0 971 7.435 86.333 0.613 17.214 0.4501 0.2688 0.3453 1.012e+04 402.3 5261 -1.575 -0.7 -1.137 65.51
13683.0 970 7.565 86.467 0.540 17.259 0.45 0.2651 0.3426 1.023e+04 407.6 5320 -1.593 -0.7126 -1.153 65.51
13693.0 969 7.527 86.615 0.467 17.311 0.4495 0.2614 0.3403 1.034e+04 412.9 5375 -1.611 -0.7259 -1.168 65.51
13703.0 969 7.565 86.752 0.490 17.623 0.4495 0.2616 0.3404 1.036e+04 427.7 5396 -1.614 -0.7525 -1.183 65.51
13713.0 968 7.617 86.933 0.414 17.683 0.4474 0.2582 0.3378 1.049e+04 434 5461 -1.632 -0.7633 -1.198 65.5
13723.0 968 7.656 87.070 0.435 18.002 0.4474 0.2584 0.3379 1.052e+04 449.6 5484 -1.636 -0.7897 -1.213 65.5
13733.0 967 7.496 87.032 0.490 18.306 0.4467 0.2584 0.3376 1.052e+04 465.3 5491 -1.635 -0.8149 -1.225 65.5
13743.0 967 7.535 87.169 0.512 18.634 0.4467 0.2586 0.3378 1.055e+04 481.9 5514 -1.639 -0.8413 -1.24 65.5
13753.0 967 7.574 87.307 0.534 18.967 0.4467 0.2588 0.3379 1.057e+04 499.1 5537 -1.642 -0.8677 -1.255 65.5
13763.0 967 7.612 87.444 0.556 19.304 0.4467 0.259 0.338 1.06e+04 516.8 5560 -1.646 -0.8941 -1.27 65.5
13773.0 967 7.651 87.582 0.578 19.644 0.4467 0.2592 0.3382 1.063e+04 535 5584 -1.649 -0.9204 -1.285 65.5
13783.0 966 7.683 87.764 0.502 19.765 0.446 0.2566 0.3364 1.073e+04 544.4 5639 -1.664 -0.9337 -1.299 65.5
13793.0 965 7.522 87.729 0.539 20.114 0.4449 0.2569 0.3362 1.073e+04 564.1 5648 -1.659 -0.9608 -1.31 65.5
